IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
13.246.38.255,2082,0,false,ORD,North America,Chicago,309,0.00
13.246.201.181,2082,0,false,ORD,North America,Chicago,310,0.00
13.246.201.181,2083,0,false,ORD,North America,Chicago,308,0.00
13.244.112.199,8080,0,false,ORD,North America,Chicago,313,0.00
13.246.201.181,2095,0,false,ORD,North America,Chicago,312,0.00
13.245.75.41,8080,0,false,ORD,North America,Chicago,305,0.00
18.134.3.56,2082,0,false,ORD,North America,Chicago,170,0.00
13.246.43.62,2096,0,false,ORD,North America,Chicago,312,0.00
13.244.104.215,2052,0,false,ORD,North America,Chicago,311,0.00
13.244.104.215,443,0,false,ORD,North America,Chicago,311,0.00
13.246.221.157,8880,0,false,ORD,North America,Chicago,311,0.00
13.246.201.148,2053,0,false,ORD,North America,Chicago,315,0.00
13.246.43.73,2086,0,false,ORD,North America,Chicago,305,0.00
13.246.43.244,2095,0,false,ORD,North America,Chicago,312,0.00
13.244.104.215,8880,0,false,ORD,North America,Chicago,313,0.00
13.246.35.172,8443,0,false,ORD,North America,Chicago,314,0.00
13.246.35.172,2086,0,false,ORD,North America,Chicago,312,0.00
13.246.227.99,2095,0,false,ORD,North America,Chicago,306,0.00
13.247.58.210,8080,0,false,ORD,North America,Chicago,309,0.00
13.246.201.181,8880,0,false,ORD,North America,Chicago,309,0.00
13.246.227.99,8880,0,false,ORD,North America,Chicago,312,0.00
13.244.112.199,2095,0,false,ORD,North America,Chicago,311,0.00
13.246.227.99,2096,0,false,ORD,North America,Chicago,315,0.00
13.246.89.44,80,0,false,ORD,North America,Chicago,314,0.00
13.247.67.227,2095,0,false,ORD,North America,Chicago,307,0.00
13.245.234.225,8880,0,false,ORD,North America,Chicago,321,0.00
13.247.62.71,8880,0,false,ORD,North America,Chicago,309,0.00
13.245.29.119,80,0,false,ORD,North America,Chicago,307,0.00
13.247.67.227,8080,0,false,ORD,North America,Chicago,309,0.00
13.244.112.199,2096,0,false,ORD,North America,Chicago,311,0.00
13.246.221.157,2083,0,false,ORD,North America,Chicago,311,0.00
13.246.221.196,2053,0,false,ORD,North America,Chicago,314,0.00
13.247.67.27,2095,0,false,ORD,North America,Chicago,313,0.00
13.246.43.244,2052,0,false,ORD,North America,Chicago,317,0.00
13.245.230.140,2096,0,false,ORD,North America,Chicago,306,0.00
13.247.67.227,8443,0,false,ORD,North America,Chicago,314,0.00
13.244.98.139,2082,0,false,ORD,North America,Chicago,311,0.00
13.244.87.140,2096,0,false,ORD,North America,Chicago,312,0.00
13.245.111.60,2053,0,false,ORD,North America,Chicago,314,0.00
13.244.104.215,2053,0,false,ORD,North America,Chicago,311,0.00
13.247.67.227,2052,0,false,ORD,North America,Chicago,307,0.00
13.246.201.181,8080,0,false,ORD,North America,Chicago,308,0.00
13.244.64.154,2096,0,false,ORD,North America,Chicago,305,0.00
13.245.75.41,2053,0,false,ORD,North America,Chicago,311,0.00
13.245.111.60,2095,0,false,ORD,North America,Chicago,305,0.00
13.244.87.140,2087,0,false,ORD,North America,Chicago,311,0.00
13.244.112.199,2086,0,false,ORD,North America,Chicago,307,0.00
13.246.201.181,8443,0,false,ORD,North America,Chicago,307,0.00
13.247.65.127,80,0,false,ORD,North America,Chicago,311,0.00
13.246.240.4,2053,0,false,ORD,North America,Chicago,305,0.00
13.246.201.148,8080,0,false,ORD,North America,Chicago,313,0.00
13.246.43.244,2087,0,false,ORD,North America,Chicago,314,0.00
13.246.221.196,443,0,false,ORD,North America,Chicago,311,0.00
13.246.38.255,443,0,false,ORD,North America,Chicago,307,0.00
13.246.35.172,2083,0,false,ORD,North America,Chicago,311,0.00
18.134.3.56,2096,0,false,ORD,North America,Chicago,170,0.00
13.247.67.227,80,0,false,ORD,North America,Chicago,311,0.00
13.247.67.27,2083,0,false,ORD,North America,Chicago,315,0.00
13.244.87.140,8880,0,false,ORD,North America,Chicago,307,0.00
13.244.112.199,80,0,false,ORD,North America,Chicago,311,0.00
13.245.234.225,2095,0,false,ORD,North America,Chicago,315,0.00
13.245.111.60,8880,0,false,ORD,North America,Chicago,310,0.00
13.244.64.177,2082,0,false,ORD,North America,Chicago,307,0.00
13.244.64.177,2087,0,false,ORD,North America,Chicago,311,0.00
13.244.104.215,2095,0,false,ORD,North America,Chicago,311,0.00
13.247.99.207,2053,0,false,ORD,North America,Chicago,312,0.00
13.245.28.205,8880,0,false,ORD,North America,Chicago,312,0.00
13.244.112.199,2083,0,false,ORD,North America,Chicago,307,0.00
13.244.119.157,2087,0,false,ORD,North America,Chicago,311,0.00
13.246.43.73,8080,0,false,ORD,North America,Chicago,305,0.00
13.244.98.139,2086,0,false,ORD,North America,Chicago,311,0.00
13.246.38.255,2096,0,false,ORD,North America,Chicago,313,0.00
13.246.3.89,443,0,false,ORD,North America,Chicago,310,0.00
13.245.111.60,2087,0,false,ORD,North America,Chicago,310,0.00
13.246.201.148,2095,0,false,ORD,North America,Chicago,307,0.00
13.246.35.172,8080,0,false,ORD,North America,Chicago,308,0.00
13.245.29.119,2087,0,false,ORD,North America,Chicago,312,0.00
13.247.62.71,2096,0,false,ORD,North America,Chicago,316,0.00
13.246.12.53,443,0,false,ORD,North America,Chicago,311,0.00
13.244.64.177,2095,0,false,ORD,North America,Chicago,311,0.00
13.245.75.41,2096,0,false,ORD,North America,Chicago,310,0.00
13.246.221.196,80,0,false,ORD,North America,Chicago,313,0.00
13.244.64.154,8443,0,false,ORD,North America,Chicago,315,0.00
13.246.198.8,8880,0,false,ORD,North America,Chicago,307,0.00
13.245.28.205,80,0,false,ORD,North America,Chicago,313,0.00
13.246.44.45,2052,0,false,ORD,North America,Chicago,311,0.00
13.246.43.244,8880,0,false,ORD,North America,Chicago,311,0.00
13.246.227.99,2083,0,false,ORD,North America,Chicago,307,0.00
13.247.99.207,8443,0,false,ORD,North America,Chicago,308,0.00
13.245.234.225,2087,0,false,ORD,North America,Chicago,309,0.00
13.244.104.215,80,0,false,ORD,North America,Chicago,307,0.00
13.246.201.148,2086,0,false,ORD,North America,Chicago,315,0.00
13.245.75.41,2082,0,false,ORD,North America,Chicago,318,0.00
13.246.3.89,80,0,false,ORD,North America,Chicago,313,0.00
13.246.43.244,8443,0,false,ORD,North America,Chicago,313,0.00
13.244.112.199,443,0,false,ORD,North America,Chicago,315,0.00
13.246.43.62,2082,0,false,ORD,North America,Chicago,315,0.00
13.245.234.225,8443,0,false,ORD,North America,Chicago,314,0.00
13.246.43.244,2083,0,false,ORD,North America,Chicago,305,0.00
13.246.43.73,80,0,false,ORD,North America,Chicago,314,0.00
13.245.111.60,2096,0,false,ORD,North America,Chicago,308,0.00
13.244.98.139,2052,0,false,ORD,North America,Chicago,311,0.00
13.245.230.140,2083,0,false,ORD,North America,Chicago,311,0.00
13.246.35.172,2095,0,false,ORD,North America,Chicago,314,0.00
13.246.38.255,2095,0,false,ORD,North America,Chicago,312,0.00
13.244.98.139,8880,0,false,ORD,North America,Chicago,308,0.00
13.244.104.215,2087,0,false,ORD,North America,Chicago,309,0.00
13.247.58.210,2087,0,false,ORD,North America,Chicago,312,0.00
13.244.98.139,443,0,false,ORD,North America,Chicago,307,0.00
13.246.43.244,2096,0,false,ORD,North America,Chicago,307,0.00
13.245.29.119,2052,0,false,ORD,North America,Chicago,312,0.00
13.246.221.196,8080,0,false,ORD,North America,Chicago,306,0.00
13.245.29.119,443,0,false,ORD,North America,Chicago,309,0.00
13.244.112.199,2052,0,false,ORD,North America,Chicago,313,0.00
13.245.230.140,8080,0,false,ORD,North America,Chicago,305,0.00
13.244.92.56,2095,0,false,ORD,North America,Chicago,315,0.00
13.247.65.127,2086,0,false,ORD,North America,Chicago,317,0.00
13.247.67.27,80,0,false,ORD,North America,Chicago,309,0.00
13.247.62.71,2052,0,false,ORD,North America,Chicago,310,0.00
13.246.43.73,2096,0,false,ORD,North America,Chicago,305,0.00
13.246.43.244,443,0,false,ORD,North America,Chicago,309,0.00
13.246.43.73,2053,0,false,ORD,North America,Chicago,311,0.00
13.244.119.157,2083,0,false,ORD,North America,Chicago,313,0.00
13.246.43.62,8443,0,false,ORD,North America,Chicago,305,0.00
13.245.75.41,2052,0,false,ORD,North America,Chicago,310,0.00
13.246.221.157,8080,0,false,ORD,North America,Chicago,305,0.00
13.246.240.4,2083,0,false,ORD,North America,Chicago,305,0.00
13.246.240.4,8880,0,false,ORD,North America,Chicago,310,0.00
13.247.65.127,2083,0,false,ORD,North America,Chicago,310,0.00
13.245.29.119,2096,0,false,ORD,North America,Chicago,305,0.00
13.246.227.99,80,0,false,ORD,North America,Chicago,308,0.00
13.247.67.227,443,0,false,ORD,North America,Chicago,309,0.00
13.246.201.148,2087,0,false,ORD,North America,Chicago,311,0.00
13.247.99.207,2096,0,false,ORD,North America,Chicago,306,0.00
13.246.38.255,2052,0,false,ORD,North America,Chicago,323,0.00
13.247.62.71,2082,0,false,ORD,North America,Chicago,314,0.00
13.246.198.8,443,0,false,ORD,North America,Chicago,309,0.00
13.244.119.157,2053,0,false,ORD,North America,Chicago,308,0.00
13.244.174.75,80,0,false,ORD,North America,Chicago,316,0.00
13.246.240.4,2095,0,false,ORD,North America,Chicago,308,0.00
13.244.64.154,2053,0,false,ORD,North America,Chicago,309,0.00
13.245.230.140,2082,0,false,ORD,North America,Chicago,311,0.00
13.246.240.4,2087,0,false,ORD,North America,Chicago,307,0.00
13.245.111.60,8443,0,false,ORD,North America,Chicago,305,0.00
13.244.64.154,80,0,false,ORD,North America,Chicago,305,0.00
13.247.62.71,2053,0,false,ORD,North America,Chicago,312,0.00
13.245.234.225,80,0,false,ORD,North America,Chicago,314,0.00
13.244.64.177,2083,0,false,ORD,North America,Chicago,313,0.00
13.246.3.89,2083,0,false,ORD,North America,Chicago,305,0.00
13.244.64.177,2096,0,false,ORD,North America,Chicago,311,0.00
13.245.28.205,2095,0,false,ORD,North America,Chicago,308,0.00
13.247.65.127,2096,0,false,ORD,North America,Chicago,313,0.00
13.247.65.127,2087,0,false,ORD,North America,Chicago,315,0.00
13.246.38.255,2086,0,false,ORD,North America,Chicago,307,0.00
13.246.38.255,2087,0,false,ORD,North America,Chicago,313,0.00
13.246.221.157,2053,0,false,ORD,North America,Chicago,313,0.00
13.244.98.139,80,0,false,ORD,North America,Chicago,311,0.00
13.246.43.73,8880,0,false,ORD,North America,Chicago,315,0.00
13.245.75.41,2086,0,false,ORD,North America,Chicago,317,0.00
13.246.221.196,8880,0,false,ORD,North America,Chicago,315,0.00
13.245.28.205,2087,0,false,ORD,North America,Chicago,316,0.00
13.246.198.8,2086,0,false,ORD,North America,Chicago,307,0.00
13.246.3.89,8880,0,false,ORD,North America,Chicago,310,0.00
13.246.44.45,80,0,false,ORD,North America,Chicago,305,0.00
13.247.99.207,2086,0,false,ORD,North America,Chicago,309,0.00
13.245.75.41,8880,0,false,ORD,North America,Chicago,309,0.00
13.244.87.140,2082,0,false,ORD,North America,Chicago,305,0.00
13.246.43.73,2082,0,false,ORD,North America,Chicago,312,0.00
13.245.29.119,2083,0,false,ORD,North America,Chicago,306,0.00
13.244.87.140,2052,0,false,ORD,North America,Chicago,312,0.00
13.247.99.207,2087,0,false,ORD,North America,Chicago,311,0.00
13.246.198.8,2095,0,false,ORD,North America,Chicago,310,0.00
13.244.87.140,80,0,false,ORD,North America,Chicago,307,0.00
13.244.64.154,8080,0,false,ORD,North America,Chicago,316,0.00
13.245.28.205,2052,0,false,ORD,North America,Chicago,309,0.00
13.245.28.205,2053,0,false,ORD,North America,Chicago,314,0.00
13.245.234.225,8080,0,false,ORD,North America,Chicago,309,0.00
13.245.29.119,2095,0,false,ORD,North America,Chicago,313,0.00
13.246.198.8,2087,0,false,ORD,North America,Chicago,314,0.00
13.246.227.99,443,0,false,ORD,North America,Chicago,310,0.00
13.244.112.199,8880,0,false,ORD,North America,Chicago,307,0.00
13.244.92.56,8080,0,false,ORD,North America,Chicago,310,0.00
13.244.87.140,8080,0,false,ORD,North America,Chicago,333,0.00
13.246.12.53,2053,0,false,ORD,North America,Chicago,312,0.00
13.246.35.172,2082,0,false,ORD,North America,Chicago,313,0.00
13.247.99.207,8080,0,false,ORD,North America,Chicago,313,0.00
13.246.198.8,2053,0,false,ORD,North America,Chicago,312,0.00
13.246.227.99,8443,0,false,ORD,North America,Chicago,311,0.00
13.245.124.83,80,0,false,ORD,North America,Chicago,314,0.00
13.247.67.27,8880,0,false,ORD,North America,Chicago,309,0.00
13.246.38.255,8080,0,false,ORD,North America,Chicago,312,0.00
13.247.62.71,2095,0,false,ORD,North America,Chicago,315,0.00
13.246.221.196,2082,0,false,ORD,North America,Chicago,311,0.00
13.247.58.210,2083,0,false,ORD,North America,Chicago,309,0.00
13.246.44.45,2053,0,false,ORD,North America,Chicago,310,0.00
13.245.75.41,2095,0,false,ORD,North America,Chicago,307,0.00
13.247.67.27,8443,0,false,ORD,North America,Chicago,311,0.00
13.247.58.210,8880,0,false,ORD,North America,Chicago,313,0.00
13.246.12.53,8880,0,false,ORD,North America,Chicago,309,0.00
13.244.64.154,443,0,false,ORD,North America,Chicago,324,0.00
13.245.75.41,80,0,false,ORD,North America,Chicago,311,0.00
13.244.98.139,2083,0,false,ORD,North America,Chicago,311,0.00
13.246.201.181,443,0,false,ORD,North America,Chicago,316,0.00
13.246.43.73,2083,0,false,ORD,North America,Chicago,305,0.00
13.246.240.4,8080,0,false,ORD,North America,Chicago,317,0.00
13.244.98.139,8080,0,false,ORD,North America,Chicago,305,0.00
13.246.43.73,443,0,false,ORD,North America,Chicago,307,0.00
13.246.227.99,2087,0,false,ORD,North America,Chicago,313,0.00
13.247.65.127,2052,0,false,ORD,North America,Chicago,307,0.00
13.246.43.62,2086,0,false,ORD,North America,Chicago,311,0.00
13.247.67.27,443,0,false,ORD,North America,Chicago,313,0.00
13.247.67.27,2053,0,false,ORD,North America,Chicago,310,0.00
13.247.99.207,2052,0,false,ORD,North America,Chicago,315,0.00
13.244.87.140,443,0,false,ORD,North America,Chicago,312,0.00
13.246.38.255,8880,0,false,ORD,North America,Chicago,311,0.00
13.246.201.181,2086,0,false,ORD,North America,Chicago,309,0.00
13.244.64.154,2086,0,false,ORD,North America,Chicago,307,0.00
13.245.111.60,2083,0,false,ORD,North America,Chicago,309,0.00
13.247.58.210,443,0,false,ORD,North America,Chicago,315,0.00
13.246.198.8,2083,0,false,ORD,North America,Chicago,309,0.00
13.246.240.4,2082,0,false,ORD,North America,Chicago,311,0.00
13.246.43.62,2095,0,false,ORD,North America,Chicago,314,0.00
13.246.184.110,80,0,false,ORD,North America,Chicago,312,0.00
13.246.227.99,2082,0,false,ORD,North America,Chicago,306,0.00
13.244.64.177,80,0,false,ORD,North America,Chicago,313,0.00
13.244.98.139,2096,0,false,ORD,North America,Chicago,313,0.00
13.246.221.196,2052,0,false,ORD,North America,Chicago,316,0.00
13.246.43.62,443,0,false,ORD,North America,Chicago,309,0.00
13.246.44.45,8080,0,false,ORD,North America,Chicago,310,0.00
13.246.43.73,2095,0,false,ORD,North America,Chicago,310,0.00
13.246.3.89,2052,0,false,ORD,North America,Chicago,313,0.00
13.245.111.60,2052,0,false,ORD,North America,Chicago,309,0.00
13.246.240.4,80,0,false,ORD,North America,Chicago,315,0.00
13.246.35.172,2087,0,false,ORD,North America,Chicago,308,0.00
13.245.29.119,8880,0,false,ORD,North America,Chicago,315,0.00
13.246.3.89,2087,0,false,ORD,North America,Chicago,312,0.00
13.247.99.207,2082,0,false,ORD,North America,Chicago,305,0.00
13.246.44.45,2086,0,false,ORD,North America,Chicago,307,0.00
13.246.43.244,80,0,false,ORD,North America,Chicago,309,0.00
13.246.38.255,8443,0,false,ORD,North America,Chicago,305,0.00
13.246.198.8,2082,0,false,ORD,North America,Chicago,308,0.00
13.246.201.148,2082,0,false,ORD,North America,Chicago,305,0.00
13.246.12.53,2083,0,false,ORD,North America,Chicago,305,0.00
13.245.234.225,443,0,false,ORD,North America,Chicago,316,0.00
13.247.58.210,2052,0,false,ORD,North America,Chicago,309,0.00
13.247.67.227,2082,0,false,ORD,North America,Chicago,309,0.00
13.247.67.227,2096,0,false,ORD,North America,Chicago,310,0.00
13.245.230.140,2095,0,false,ORD,North America,Chicago,309,0.00
13.246.198.8,2096,0,false,ORD,North America,Chicago,312,0.00
13.246.38.255,2053,0,false,ORD,North America,Chicago,313,0.00
13.245.75.41,2083,0,false,ORD,North America,Chicago,316,0.00
13.247.99.207,443,0,false,ORD,North America,Chicago,311,0.00
13.245.230.140,8443,0,false,ORD,North America,Chicago,315,0.00
13.246.227.99,8080,0,false,ORD,North America,Chicago,306,0.00
13.247.67.27,2086,0,false,ORD,North America,Chicago,312,0.00
13.244.87.140,2053,0,false,ORD,North America,Chicago,307,0.00
13.245.230.140,2087,0,false,ORD,North America,Chicago,310,0.00
13.246.240.4,2052,0,false,ORD,North America,Chicago,315,0.00
13.245.75.41,443,0,false,ORD,North America,Chicago,305,0.00
13.247.65.127,2053,0,false,ORD,North America,Chicago,318,0.00
13.246.198.8,8080,0,false,ORD,North America,Chicago,311,0.00
13.246.44.45,8880,0,false,ORD,North America,Chicago,310,0.00
13.246.3.89,2095,0,false,ORD,North America,Chicago,305,0.00
13.247.65.127,2095,0,false,ORD,North America,Chicago,313,0.00
13.247.58.210,2053,0,false,ORD,North America,Chicago,315,0.00
13.246.198.8,2052,0,false,ORD,North America,Chicago,311,0.00
13.246.227.99,2053,0,false,ORD,North America,Chicago,309,0.00
13.246.201.181,2052,0,false,ORD,North America,Chicago,311,0.00
13.247.99.207,2095,0,false,ORD,North America,Chicago,312,0.00
13.245.234.225,2096,0,false,ORD,North America,Chicago,312,0.00
13.245.230.140,2086,0,false,ORD,North America,Chicago,312,0.00
13.246.43.73,2052,0,false,ORD,North America,Chicago,312,0.00
13.244.98.139,2053,0,false,ORD,North America,Chicago,312,0.00
13.244.119.157,8443,0,false,ORD,North America,Chicago,313,0.00
13.244.92.56,2087,0,false,ORD,North America,Chicago,307,0.00
13.246.43.62,2087,0,false,ORD,North America,Chicago,314,0.00
13.244.92.56,2086,0,false,ORD,North America,Chicago,305,0.00
13.247.67.27,2052,0,false,ORD,North America,Chicago,310,0.00
13.245.75.41,2087,0,false,ORD,North America,Chicago,315,0.00
13.247.67.27,8080,0,false,ORD,North America,Chicago,309,0.00
13.246.43.62,2053,0,false,ORD,North America,Chicago,314,0.00
13.245.75.41,8443,0,false,ORD,North America,Chicago,312,0.00
13.246.12.53,8080,0,false,ORD,North America,Chicago,308,0.00
13.246.221.157,2082,0,false,ORD,North America,Chicago,305,0.00
18.162.199.168,80,0,false,HKG,Asia Pacific,Hong Kong,34,0.00
13.246.221.157,443,0,false,ORD,North America,Chicago,311,0.00
13.246.12.53,2096,0,false,ORD,North America,Chicago,313,0.00
13.244.64.154,2052,0,false,ORD,North America,Chicago,311,0.00
13.245.230.140,2053,0,false,ORD,North America,Chicago,311,0.00
13.244.64.154,8880,0,false,ORD,North America,Chicago,307,0.00
13.246.43.62,2083,0,false,ORD,North America,Chicago,308,0.00
13.246.44.45,2087,0,false,ORD,North America,Chicago,307,0.00
13.246.35.172,2096,0,false,ORD,North America,Chicago,316,0.00
13.244.119.157,2052,0,false,ORD,North America,Chicago,310,0.00
13.245.111.60,2086,0,false,ORD,North America,Chicago,312,0.00
13.245.234.225,2086,0,false,ORD,North America,Chicago,316,0.00
13.245.29.119,2053,0,false,ORD,North America,Chicago,311,0.00
13.247.67.27,2082,0,false,ORD,North America,Chicago,325,0.00
13.246.12.53,80,0,false,ORD,North America,Chicago,313,0.00
13.246.12.53,2082,0,false,ORD,North America,Chicago,311,0.00
13.246.43.73,8443,0,false,ORD,North America,Chicago,315,0.00
13.246.35.172,443,0,false,ORD,North America,Chicago,317,0.00
13.246.44.45,2095,0,false,ORD,North America,Chicago,314,0.00
13.246.43.62,80,0,false,ORD,North America,Chicago,315,0.00
13.246.12.53,2086,0,false,ORD,North America,Chicago,310,0.00
13.246.3.89,2053,0,false,ORD,North America,Chicago,313,0.00
13.245.111.60,80,0,false,ORD,North America,Chicago,310,0.00
13.246.3.89,2082,0,false,ORD,North America,Chicago,317,0.00
13.246.44.45,8443,0,false,ORD,North America,Chicago,311,0.00
13.245.111.60,8080,0,false,ORD,North America,Chicago,311,0.00
13.246.3.89,2096,0,false,ORD,North America,Chicago,310,0.00
13.247.99.207,80,0,false,ORD,North America,Chicago,315,0.00
13.244.87.140,2095,0,false,ORD,North America,Chicago,316,0.00
13.244.112.199,2053,0,false,ORD,North America,Chicago,308,0.00
13.246.43.62,2052,0,false,ORD,North America,Chicago,309,0.00
13.245.111.60,2082,0,false,ORD,North America,Chicago,311,0.00
13.246.43.62,8880,0,false,ORD,North America,Chicago,315,0.00
13.246.3.89,2086,0,false,ORD,North America,Chicago,311,0.00
18.156.194.9,8880,0,false,ORD,North America,Chicago,181,0.00
18.156.194.9,2082,0,false,ORD,North America,Chicago,179,0.00
18.156.194.9,8443,0,false,ORD,North America,Chicago,177,0.00
18.162.36.87,80,0,false,HKG,Asia Pacific,Hong Kong,36,0.00
18.156.194.9,2086,0,false,ORD,North America,Chicago,183,0.00
18.156.194.9,80,0,false,ORD,North America,Chicago,180,0.00
18.156.194.9,2096,0,false,ORD,North America,Chicago,178,0.00
18.156.194.9,2087,0,false,ORD,North America,Chicago,180,0.00
18.156.194.9,8080,0,false,ORD,North America,Chicago,179,0.00
18.156.194.9,2053,0,false,ORD,North America,Chicago,184,0.00
18.156.194.9,2052,0,false,ORD,North America,Chicago,180,0.00
13.246.43.73,2087,0,false,ORD,North America,Chicago,316,0.00
3.70.208.67,2095,0,false,ORD,North America,Chicago,180,0.00
13.246.44.45,2096,0,false,ORD,North America,Chicago,314,0.00
13.246.44.45,443,0,false,ORD,North America,Chicago,315,0.00
18.228.197.217,2096,0,false,ORD,North America,Chicago,359,0.00
15.228.191.110,2082,0,false,ORD,North America,Chicago,412,0.00
18.228.154.163,2086,0,false,ORD,North America,Chicago,362,0.00
54.233.244.195,2083,0,false,ORD,North America,Chicago,345,0.00
15.228.192.27,8880,0,false,ORD,North America,Chicago,365,0.00
54.207.59.123,2096,0,false,ORD,North America,Chicago,363,0.00
18.231.109.67,2095,0,false,ORD,North America,Chicago,348,0.00
18.230.71.119,8080,0,false,ORD,North America,Chicago,360,0.00
18.231.168.99,8080,0,false,ORD,North America,Chicago,354,0.00
18.228.189.79,8080,0,false,ORD,North America,Chicago,365,0.00
18.230.226.136,443,0,false,ORD,North America,Chicago,360,0.00
54.233.244.195,2082,0,false,ORD,North America,Chicago,356,0.00
15.228.201.243,2083,0,false,ORD,North America,Chicago,347,0.00
18.231.88.32,2087,0,false,ORD,North America,Chicago,348,0.00
18.230.227.254,2086,0,false,ORD,North America,Chicago,417,0.00
18.229.155.23,2053,0,false,ORD,North America,Chicago,413,0.00
18.230.60.189,443,0,false,ORD,North America,Chicago,344,0.00
18.230.26.185,8880,0,false,ORD,North America,Chicago,370,0.00
