IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
65.1.147.4,80,0,false,ORD,North America,Chicago,62,0.00
3.110.46.243,2087,0,false,ORD,North America,Chicago,62,0.00
3.111.55.125,80,0,false,ORD,North America,Chicago,62,0.00
3.109.158.144,2083,0,false,ORD,North America,Chicago,63,0.00
3.110.92.109,2096,0,false,ORD,North America,Chicago,63,0.00
13.201.166.75,2053,0,false,ORD,North America,Chicago,63,0.00
13.201.98.112,2052,0,false,ORD,North America,Chicago,63,0.00
13.235.82.15,2053,0,false,ORD,North America,Chicago,63,0.00
13.233.24.161,2096,0,false,ORD,North America,Chicago,64,0.00
3.111.55.125,8443,0,false,ORD,North America,Chicago,64,0.00
3.111.55.125,2095,0,false,ORD,North America,Chicago,64,0.00
13.235.82.15,2082,0,false,ORD,North America,Chicago,64,0.00
43.204.130.163,2086,0,false,ORD,North America,Chicago,65,0.00
43.204.140.202,8080,0,false,ORD,North America,Chicago,65,0.00
52.66.111.116,8080,0,false,ORD,North America,Chicago,65,0.00
3.109.158.144,2096,0,false,ORD,North America,Chicago,65,0.00
13.201.104.59,8880,0,false,ORD,North America,Chicago,65,0.00
3.110.92.109,80,0,false,ORD,North America,Chicago,65,0.00
3.109.158.144,8443,0,false,ORD,North America,Chicago,65,0.00
65.1.93.57,80,0,false,ORD,North America,Chicago,66,0.00
3.111.41.172,2053,0,false,ORD,North America,Chicago,66,0.00
13.201.104.59,2083,0,false,ORD,North America,Chicago,66,0.00
13.124.229.98,2087,0,false,ORD,North America,Chicago,66,0.00
43.201.0.164,80,0,false,ORD,North America,Chicago,66,0.00
13.235.82.15,8080,0,false,ORD,North America,Chicago,66,0.00
3.35.219.159,2096,0,false,ORD,North America,Chicago,66,0.00
43.203.120.171,80,0,false,ORD,North America,Chicago,66,0.00
3.35.156.214,2095,0,false,ORD,North America,Chicago,67,0.00
43.203.120.171,2052,0,false,ORD,North America,Chicago,67,0.00
13.124.229.98,80,0,false,ORD,North America,Chicago,67,0.00
3.110.46.243,8080,0,false,ORD,North America,Chicago,67,0.00
52.78.201.125,8080,0,false,ORD,North America,Chicago,67,0.00
65.1.147.4,2083,0,false,ORD,North America,Chicago,67,0.00
13.208.43.137,80,0,false,ORD,North America,Chicago,68,0.00
13.208.247.10,2087,0,false,ORD,North America,Chicago,68,0.00
3.39.251.29,2082,0,false,ORD,North America,Chicago,68,0.00
15.168.20.5,8080,0,false,ORD,North America,Chicago,68,0.00
13.208.168.220,2082,0,false,ORD,North America,Chicago,68,0.00
52.78.201.125,2095,0,false,ORD,North America,Chicago,69,0.00
13.125.7.0,2053,0,false,ORD,North America,Chicago,69,0.00
43.201.57.187,8880,0,false,ORD,North America,Chicago,69,0.00
13.233.24.161,2053,0,false,ORD,North America,Chicago,69,0.00
15.168.136.228,8443,0,false,ORD,North America,Chicago,69,0.00
43.202.52.28,2082,0,false,ORD,North America,Chicago,69,0.00
43.202.52.28,8080,0,false,ORD,North America,Chicago,69,0.00
13.124.229.98,2082,0,false,ORD,North America,Chicago,69,0.00
13.124.212.186,8443,0,false,ORD,North America,Chicago,69,0.00
43.202.52.28,2095,0,false,ORD,North America,Chicago,69,0.00
13.115.221.27,2087,0,false,ORD,North America,Chicago,69,0.00
3.36.96.203,2083,0,false,ORD,North America,Chicago,69,0.00
52.68.91.118,2052,0,false,ORD,North America,Chicago,69,0.00
43.206.151.21,80,0,false,ORD,North America,Chicago,69,0.00
54.168.235.203,443,0,false,ORD,North America,Chicago,69,0.00
13.231.136.39,8880,0,false,ORD,North America,Chicago,69,0.00
3.39.251.29,80,0,false,ORD,North America,Chicago,69,0.00
3.35.25.108,8880,0,false,ORD,North America,Chicago,69,0.00
18.183.153.82,443,0,false,ORD,North America,Chicago,69,0.00
43.203.217.199,8443,0,false,ORD,North America,Chicago,69,0.00
54.65.245.14,8443,0,false,ORD,North America,Chicago,69,0.00
54.65.247.151,8880,0,false,ORD,North America,Chicago,69,0.00
3.35.25.108,2083,0,false,ORD,North America,Chicago,69,0.00
52.198.179.148,8443,0,false,ORD,North America,Chicago,69,0.00
54.168.235.203,80,0,false,ORD,North America,Chicago,69,0.00
52.69.63.224,8443,0,false,ORD,North America,Chicago,69,0.00
3.38.135.216,2083,0,false,ORD,North America,Chicago,69,0.00
54.65.245.14,2096,0,false,ORD,North America,Chicago,69,0.00
54.92.11.19,443,443,true,NRT,Asia Pacific,Tokyo,69,0.00
18.183.150.156,8080,0,false,ORD,North America,Chicago,69,0.00
52.198.179.148,2086,0,false,ORD,North America,Chicago,69,0.00
3.38.190.26,2086,0,false,ORD,North America,Chicago,69,0.00
18.181.227.163,8880,0,false,ORD,North America,Chicago,69,0.00
18.183.17.143,2082,0,false,ORD,North America,Chicago,70,0.00
18.183.150.156,2053,0,false,ORD,North America,Chicago,70,0.00
54.65.247.151,2095,0,false,ORD,North America,Chicago,70,0.00
18.181.227.163,2083,0,false,ORD,North America,Chicago,70,0.00
52.195.186.96,2096,0,false,ORD,North America,Chicago,70,0.00
13.115.221.27,2095,0,false,ORD,North America,Chicago,70,0.00
43.206.151.21,2086,0,false,ORD,North America,Chicago,70,0.00
13.125.2.64,2083,0,false,ORD,North America,Chicago,70,0.00
54.249.77.109,2095,0,false,ORD,North America,Chicago,70,0.00
13.124.14.112,2087,0,false,ORD,North America,Chicago,70,0.00
43.206.151.21,2082,0,false,ORD,North America,Chicago,70,0.00
43.206.151.21,2053,0,false,ORD,North America,Chicago,70,0.00
18.183.150.156,443,0,false,ORD,North America,Chicago,70,0.00
54.249.77.109,2096,0,false,ORD,North America,Chicago,70,0.00
54.168.235.203,8880,0,false,ORD,North America,Chicago,70,0.00
13.115.221.27,2083,0,false,ORD,North America,Chicago,70,0.00
18.183.17.143,8880,0,false,ORD,North America,Chicago,70,0.00
54.249.77.109,2053,0,false,ORD,North America,Chicago,70,0.00
54.65.247.151,2082,0,false,ORD,North America,Chicago,70,0.00
18.183.153.82,8443,0,false,ORD,North America,Chicago,70,0.00
18.181.227.163,2087,0,false,ORD,North America,Chicago,70,0.00
54.65.247.151,443,0,false,ORD,North America,Chicago,70,0.00
35.78.241.213,2082,0,false,ORD,North America,Chicago,70,0.00
52.198.179.148,2082,0,false,ORD,North America,Chicago,70,0.00
18.181.227.163,2095,0,false,ORD,North America,Chicago,70,0.00
54.65.245.14,2087,0,false,ORD,North America,Chicago,70,0.00
18.181.227.163,2096,0,false,ORD,North America,Chicago,70,0.00
54.249.77.109,8080,0,false,ORD,North America,Chicago,70,0.00
43.203.173.46,8443,0,false,ORD,North America,Chicago,70,0.00
3.111.41.172,2095,0,false,ORD,North America,Chicago,70,0.00
43.206.151.21,2052,0,false,ORD,North America,Chicago,70,0.00
54.65.245.14,80,0,false,ORD,North America,Chicago,70,0.00
43.203.217.199,2086,0,false,ORD,North America,Chicago,70,0.00
54.65.245.14,8880,0,false,ORD,North America,Chicago,70,0.00
43.201.57.187,2086,0,false,ORD,North America,Chicago,70,0.00
54.249.77.109,80,0,false,ORD,North America,Chicago,70,0.00
52.198.179.148,2095,0,false,ORD,North America,Chicago,70,0.00
54.65.245.14,2095,0,false,ORD,North America,Chicago,70,0.00
43.207.200.148,2083,0,false,ORD,North America,Chicago,70,0.00
54.168.235.203,8443,0,false,ORD,North America,Chicago,70,0.00
43.206.151.21,443,0,false,ORD,North America,Chicago,70,0.00
52.78.201.125,2096,0,false,ORD,North America,Chicago,70,0.00
52.78.201.125,2087,0,false,ORD,North America,Chicago,70,0.00
54.168.235.203,8080,0,false,ORD,North America,Chicago,70,0.00
13.115.189.92,2083,0,false,ORD,North America,Chicago,70,0.00
54.168.235.203,2087,0,false,ORD,North America,Chicago,70,0.00
52.69.63.224,2095,0,false,ORD,North America,Chicago,70,0.00
13.233.24.161,443,0,false,ORD,North America,Chicago,70,0.00
18.183.153.82,2082,0,false,ORD,North America,Chicago,70,0.00
35.76.119.122,443,0,false,ORD,North America,Chicago,70,0.00
18.183.150.156,2082,0,false,ORD,North America,Chicago,70,0.00
54.65.245.14,2083,0,false,ORD,North America,Chicago,70,0.00
54.65.247.151,2052,0,false,ORD,North America,Chicago,70,0.00
3.39.251.29,443,0,false,ORD,North America,Chicago,70,0.00
43.206.151.21,8443,0,false,ORD,North America,Chicago,70,0.00
3.39.251.29,2053,0,false,ORD,North America,Chicago,70,0.00
52.198.179.148,2083,0,false,ORD,North America,Chicago,70,0.00
13.231.136.39,2053,0,false,ORD,North America,Chicago,70,0.00
43.206.151.21,8880,0,false,ORD,North America,Chicago,70,0.00
43.206.151.21,8080,0,false,ORD,North America,Chicago,70,0.00
18.183.150.156,2095,0,false,ORD,North America,Chicago,70,0.00
18.183.150.156,2086,0,false,ORD,North America,Chicago,70,0.00
43.201.0.164,2052,0,false,ORD,North America,Chicago,70,0.00
18.183.153.82,2052,0,false,ORD,North America,Chicago,70,0.00
43.207.215.13,2083,0,false,ORD,North America,Chicago,70,0.00
54.65.247.151,8443,0,false,ORD,North America,Chicago,70,0.00
18.183.153.82,2053,0,false,ORD,North America,Chicago,70,0.00
43.202.52.28,2083,0,false,ORD,North America,Chicago,70,0.00
18.183.150.156,2087,0,false,ORD,North America,Chicago,70,0.00
18.181.227.163,8443,0,false,ORD,North America,Chicago,70,0.00
13.115.221.27,80,0,false,ORD,North America,Chicago,70,0.00
35.78.241.213,8443,0,false,ORD,North America,Chicago,70,0.00
15.165.235.179,8443,0,false,ORD,North America,Chicago,70,0.00
54.249.77.109,8880,0,false,ORD,North America,Chicago,70,0.00
54.65.247.151,2096,0,false,ORD,North America,Chicago,70,0.00
18.181.227.163,2052,0,false,ORD,North America,Chicago,70,0.00
43.207.200.148,2096,0,false,ORD,North America,Chicago,70,0.00
43.206.151.21,2096,0,false,ORD,North America,Chicago,70,0.00
35.78.109.235,2087,0,false,ORD,North America,Chicago,70,0.00
35.76.119.122,2095,0,false,ORD,North America,Chicago,70,0.00
13.231.136.39,443,0,false,ORD,North America,Chicago,71,0.00
52.195.186.96,2086,0,false,ORD,North America,Chicago,71,0.00
54.238.254.243,2052,0,false,ORD,North America,Chicago,71,0.00
43.201.57.187,8080,0,false,ORD,North America,Chicago,71,0.00
52.198.179.148,2053,0,false,ORD,North America,Chicago,71,0.00
52.195.186.96,8880,0,false,ORD,North America,Chicago,71,0.00
18.183.150.156,8443,0,false,ORD,North America,Chicago,71,0.00
13.115.189.92,2082,0,false,ORD,North America,Chicago,71,0.00
54.249.77.109,2083,0,false,ORD,North America,Chicago,71,0.00
18.183.153.82,8080,0,false,ORD,North America,Chicago,71,0.00
18.181.227.163,80,0,false,ORD,North America,Chicago,71,0.00
13.124.212.186,2086,0,false,ORD,North America,Chicago,71,0.00
54.238.254.243,80,0,false,ORD,North America,Chicago,71,0.00
3.38.190.26,2053,0,false,ORD,North America,Chicago,71,0.00
54.168.235.203,2082,0,false,ORD,North America,Chicago,71,0.00
52.198.179.148,8880,0,false,ORD,North America,Chicago,71,0.00
18.183.17.143,443,0,false,ORD,North America,Chicago,71,0.00
54.249.77.109,443,0,false,ORD,North America,Chicago,71,0.00
54.168.235.203,2053,0,false,ORD,North America,Chicago,71,0.00
18.183.150.156,8880,0,false,ORD,North America,Chicago,71,0.00
13.115.221.27,8443,0,false,ORD,North America,Chicago,71,0.00
54.249.77.109,2052,0,false,ORD,North America,Chicago,71,0.00
54.168.235.203,2083,0,false,ORD,North America,Chicago,71,0.00
43.203.173.46,2082,0,false,ORD,North America,Chicago,71,0.00
18.181.227.163,2082,0,false,ORD,North America,Chicago,71,0.00
43.203.120.171,2096,0,false,ORD,North America,Chicago,71,0.00
54.65.247.151,2086,0,false,ORD,North America,Chicago,71,0.00
18.181.227.163,2053,0,false,ORD,North America,Chicago,71,0.00
35.78.241.213,8080,0,false,ORD,North America,Chicago,71,0.00
54.65.247.151,80,0,false,ORD,North America,Chicago,71,0.00
35.78.109.235,8880,0,false,ORD,North America,Chicago,71,0.00
13.231.196.122,2052,0,false,ORD,North America,Chicago,71,0.00
18.183.150.156,2052,0,false,ORD,North America,Chicago,71,0.00
52.198.179.148,2052,0,false,ORD,North America,Chicago,71,0.00
52.195.186.96,8443,0,false,ORD,North America,Chicago,71,0.00
35.78.241.213,2087,0,false,ORD,North America,Chicago,71,0.00
52.198.179.148,8080,0,false,ORD,North America,Chicago,71,0.00
54.65.245.14,2052,0,false,ORD,North America,Chicago,71,0.00
18.183.17.143,2087,0,false,ORD,North America,Chicago,71,0.00
18.183.150.156,80,0,false,ORD,North America,Chicago,71,0.00
52.195.186.96,80,0,false,ORD,North America,Chicago,71,0.00
3.110.191.247,2096,0,false,ORD,North America,Chicago,71,0.00
54.65.247.151,2083,0,false,ORD,North America,Chicago,71,0.00
54.168.235.203,2086,0,false,ORD,North America,Chicago,71,0.00
43.203.120.171,2087,0,false,ORD,North America,Chicago,71,0.00
54.249.77.109,2082,0,false,ORD,North America,Chicago,71,0.00
52.195.186.96,2087,0,false,ORD,North America,Chicago,71,0.00
43.206.151.21,2083,0,false,ORD,North America,Chicago,71,0.00
43.206.151.21,2087,0,false,ORD,North America,Chicago,71,0.00
52.195.186.96,2053,0,false,ORD,North America,Chicago,71,0.00
54.65.247.151,2087,0,false,ORD,North America,Chicago,71,0.00
52.198.179.148,443,0,false,ORD,North America,Chicago,71,0.00
52.198.179.148,2096,0,false,ORD,North America,Chicago,71,0.00
18.183.153.82,80,0,false,ORD,North America,Chicago,71,0.00
54.65.245.14,2082,0,false,ORD,North America,Chicago,71,0.00
54.168.235.203,2095,0,false,ORD,North America,Chicago,71,0.00
54.249.77.109,8443,0,false,ORD,North America,Chicago,71,0.00
54.65.245.14,2086,0,false,ORD,North America,Chicago,71,0.00
54.249.77.109,2086,0,false,ORD,North America,Chicago,71,0.00
43.201.60.144,80,0,false,ORD,North America,Chicago,71,0.00
52.198.179.148,80,0,false,ORD,North America,Chicago,71,0.00
54.168.235.203,2096,0,false,ORD,North America,Chicago,71,0.00
52.195.186.96,2082,0,false,ORD,North America,Chicago,71,0.00
3.110.92.109,443,0,false,ORD,North America,Chicago,71,0.00
43.207.215.13,2052,0,false,ORD,North America,Chicago,71,0.00
43.207.200.148,2082,0,false,ORD,North America,Chicago,71,0.00
43.207.215.13,2053,0,false,ORD,North America,Chicago,71,0.00
43.207.215.13,8443,0,false,ORD,North America,Chicago,71,0.00
54.65.245.14,2053,0,false,ORD,North America,Chicago,71,0.00
13.125.195.4,8880,0,false,ORD,North America,Chicago,71,0.00
3.38.135.216,2053,0,false,ORD,North America,Chicago,71,0.00
18.183.17.143,2095,0,false,ORD,North America,Chicago,71,0.00
3.111.41.172,8880,0,false,ORD,North America,Chicago,71,0.00
52.68.91.118,80,0,false,ORD,North America,Chicago,71,0.00
43.202.5.91,2086,0,false,ORD,North America,Chicago,71,0.00
35.76.119.122,2052,0,false,ORD,North America,Chicago,71,0.00
52.78.201.125,80,0,false,ORD,North America,Chicago,71,0.00
52.78.201.125,2082,0,false,ORD,North America,Chicago,71,0.00
52.69.63.224,8880,0,false,ORD,North America,Chicago,71,0.00
3.38.135.216,2086,0,false,ORD,North America,Chicago,71,0.00
43.203.173.46,8880,0,false,ORD,North America,Chicago,71,0.00
43.202.5.91,2052,0,false,ORD,North America,Chicago,71,0.00
52.198.179.148,2087,0,false,ORD,North America,Chicago,71,0.00
35.78.83.0,80,0,false,ORD,North America,Chicago,71,0.00
43.201.60.144,2096,0,false,ORD,North America,Chicago,71,0.00
43.202.52.28,2052,0,false,ORD,North America,Chicago,71,0.00
43.202.5.91,2053,0,false,ORD,North America,Chicago,71,0.00
43.207.200.148,2053,0,false,ORD,North America,Chicago,71,0.00
18.183.153.82,8880,0,false,ORD,North America,Chicago,71,0.00
43.202.5.91,2096,0,false,ORD,North America,Chicago,71,0.00
43.207.200.148,8443,0,false,ORD,North America,Chicago,71,0.00
18.181.227.163,2086,0,false,ORD,North America,Chicago,71,0.00
43.203.120.171,2086,0,false,ORD,North America,Chicago,71,0.00
13.233.24.161,2095,0,false,ORD,North America,Chicago,71,0.00
54.249.77.109,2087,0,false,ORD,North America,Chicago,71,0.00
43.207.200.148,2095,0,false,ORD,North America,Chicago,71,0.00
3.35.50.146,443,0,false,ORD,North America,Chicago,71,0.00
54.65.247.151,2053,0,false,ORD,North America,Chicago,71,0.00
43.207.215.13,80,0,false,ORD,North America,Chicago,71,0.00
52.78.201.125,8880,0,false,ORD,North America,Chicago,71,0.00
43.207.215.13,2082,0,false,ORD,North America,Chicago,71,0.00
43.203.120.171,2083,0,false,ORD,North America,Chicago,71,0.00
18.183.153.82,2095,0,false,ORD,North America,Chicago,72,0.00
43.206.151.21,2095,0,false,ORD,North America,Chicago,72,0.00
43.203.173.46,2053,0,false,ORD,North America,Chicago,72,0.00
52.68.91.118,8080,0,false,ORD,North America,Chicago,72,0.00
13.124.212.186,2052,0,false,ORD,North America,Chicago,72,0.00
18.183.153.82,2083,0,false,ORD,North America,Chicago,72,0.00
13.125.195.4,8443,0,false,ORD,North America,Chicago,72,0.00
18.183.153.82,2086,0,false,ORD,North America,Chicago,72,0.00
13.125.174.99,2083,0,false,ORD,North America,Chicago,72,0.00
52.78.201.125,2086,0,false,ORD,North America,Chicago,72,0.00
3.35.219.159,8880,0,false,ORD,North America,Chicago,72,0.00
3.36.96.203,80,0,false,ORD,North America,Chicago,72,0.00
18.183.17.143,2052,0,false,ORD,North America,Chicago,72,0.00
54.168.235.203,2052,0,false,ORD,North America,Chicago,72,0.00
18.183.153.82,2096,0,false,ORD,North America,Chicago,72,0.00
43.201.0.164,2053,0,false,ORD,North America,Chicago,72,0.00
18.181.227.163,443,0,false,ORD,North America,Chicago,72,0.00
3.38.190.26,2082,0,false,ORD,North America,Chicago,72,0.00
52.195.186.96,2095,0,false,ORD,North America,Chicago,72,0.00
52.78.201.125,443,0,false,ORD,North America,Chicago,72,0.00
52.78.201.125,2083,0,false,ORD,North America,Chicago,72,0.00
13.124.14.112,80,0,false,ORD,North America,Chicago,72,0.00
52.78.201.125,8443,0,false,ORD,North America,Chicago,72,0.00
43.207.200.148,8080,0,false,ORD,North America,Chicago,72,0.00
54.65.245.14,443,0,false,ORD,North America,Chicago,72,0.00
3.36.96.203,443,0,false,ORD,North America,Chicago,72,0.00
43.202.5.91,8080,0,false,ORD,North America,Chicago,72,0.00
35.78.83.0,2053,0,false,ORD,North America,Chicago,72,0.00
52.68.91.118,8443,0,false,ORD,North America,Chicago,72,0.00
35.78.241.213,443,0,false,ORD,North America,Chicago,72,0.00
43.207.200.148,2087,0,false,ORD,North America,Chicago,72,0.00
52.69.63.224,80,0,false,ORD,North America,Chicago,72,0.00
43.207.215.13,8880,0,false,ORD,North America,Chicago,72,0.00
52.68.91.118,8880,0,false,ORD,North America,Chicago,72,0.00
43.207.215.13,8080,0,false,ORD,North America,Chicago,72,0.00
43.201.57.187,2087,0,false,ORD,North America,Chicago,72,0.00
13.125.174.99,2096,0,false,ORD,North America,Chicago,72,0.00
43.203.173.46,2087,0,false,ORD,North America,Chicago,72,0.00
18.181.227.163,8080,0,false,ORD,North America,Chicago,72,0.00
35.78.168.96,8443,0,false,ORD,North America,Chicago,72,0.00
52.69.63.224,443,0,false,ORD,North America,Chicago,72,0.00
13.125.2.64,8080,0,false,ORD,North America,Chicago,72,0.00
43.207.200.148,8880,0,false,ORD,North America,Chicago,72,0.00
43.207.200.148,2086,0,false,ORD,North America,Chicago,72,0.00
35.78.83.0,2052,0,false,ORD,North America,Chicago,72,0.00
43.201.60.144,2082,0,false,ORD,North America,Chicago,72,0.00
52.195.186.96,8080,0,false,ORD,North America,Chicago,72,0.00
3.38.135.216,2082,0,false,ORD,North America,Chicago,72,0.00
52.195.186.96,2052,0,false,ORD,North America,Chicago,72,0.00
3.36.96.203,2082,0,false,ORD,North America,Chicago,72,0.00
43.207.215.13,2086,0,false,ORD,North America,Chicago,72,0.00
3.38.135.216,8080,0,false,ORD,North America,Chicago,72,0.00
13.124.56.123,8880,0,false,ORD,North America,Chicago,72,0.00
54.65.245.14,8080,0,false,ORD,North America,Chicago,72,0.00
13.124.212.186,2096,0,false,ORD,North America,Chicago,72,0.00
52.69.63.224,2096,0,false,ORD,North America,Chicago,72,0.00
13.124.14.112,2053,0,false,ORD,North America,Chicago,72,0.00
3.36.96.203,2086,0,false,ORD,North America,Chicago,72,0.00
35.78.168.96,8880,0,false,ORD,North America,Chicago,72,0.00
3.111.41.172,2083,0,false,ORD,North America,Chicago,72,0.00
54.238.254.243,8880,0,false,ORD,North America,Chicago,72,0.00
43.207.200.148,2052,0,false,ORD,North America,Chicago,72,0.00
43.207.215.13,443,0,false,ORD,North America,Chicago,72,0.00
3.111.41.172,8080,0,false,ORD,North America,Chicago,72,0.00
43.207.200.148,443,0,false,ORD,North America,Chicago,72,0.00
54.65.247.151,8080,0,false,ORD,North America,Chicago,72,0.00
13.125.7.0,8880,0,false,ORD,North America,Chicago,72,0.00
43.203.120.171,8880,0,false,ORD,North America,Chicago,72,0.00
13.208.166.121,2087,0,false,ORD,North America,Chicago,73,0.00
43.207.200.148,80,0,false,ORD,North America,Chicago,73,0.00
15.168.11.38,8080,0,false,ORD,North America,Chicago,73,0.00
43.202.5.91,80,0,false,ORD,North America,Chicago,73,0.00
3.38.190.26,8443,0,false,ORD,North America,Chicago,73,0.00
13.208.247.25,2052,0,false,ORD,North America,Chicago,73,0.00
13.125.7.0,2096,0,false,ORD,North America,Chicago,73,0.00
13.208.183.220,80,0,false,ORD,North America,Chicago,73,0.00
13.208.166.68,2095,0,false,ORD,North America,Chicago,73,0.00
52.69.63.224,2087,0,false,ORD,North America,Chicago,73,0.00
35.78.109.235,8443,0,false,ORD,North America,Chicago,73,0.00
13.208.248.206,80,0,false,ORD,North America,Chicago,73,0.00
13.208.241.168,2083,0,false,ORD,North America,Chicago,73,0.00
15.165.235.179,443,0,false,ORD,North America,Chicago,73,0.00
43.207.215.13,2087,0,false,ORD,North America,Chicago,73,0.00
15.168.136.228,2083,0,false,ORD,North America,Chicago,73,0.00
35.76.119.122,2087,0,false,ORD,North America,Chicago,73,0.00
52.68.91.118,2096,0,false,ORD,North America,Chicago,73,0.00
43.202.5.91,8443,0,false,ORD,North America,Chicago,73,0.00
52.78.201.125,2053,0,false,ORD,North America,Chicago,73,0.00
15.168.136.207,2095,0,false,ORD,North America,Chicago,73,0.00
43.207.215.13,2096,0,false,ORD,North America,Chicago,73,0.00
13.208.242.90,80,0,false,ORD,North America,Chicago,73,0.00
13.208.166.68,8443,0,false,ORD,North America,Chicago,73,0.00
43.207.215.13,2095,0,false,ORD,North America,Chicago,73,0.00
15.168.37.163,8443,0,false,ORD,North America,Chicago,73,0.00
15.168.136.245,2052,0,false,ORD,North America,Chicago,73,0.00
35.76.119.122,2086,0,false,ORD,North America,Chicago,73,0.00
15.168.11.213,2096,0,false,ORD,North America,Chicago,73,0.00
15.168.11.213,2087,0,false,ORD,North America,Chicago,73,0.00
35.78.241.213,2086,0,false,ORD,North America,Chicago,73,0.00
13.208.248.240,80,0,false,ORD,North America,Chicago,73,0.00
13.208.213.85,8443,0,false,ORD,North America,Chicago,73,0.00
35.76.119.122,8080,0,false,ORD,North America,Chicago,73,0.00
13.208.248.240,2052,0,false,ORD,North America,Chicago,73,0.00
15.168.11.213,2095,0,false,ORD,North America,Chicago,73,0.00
13.208.166.172,2086,0,false,ORD,North America,Chicago,73,0.00
15.152.48.91,8443,0,false,ORD,North America,Chicago,73,0.00
13.208.251.76,2087,0,false,ORD,North America,Chicago,73,0.00
13.208.168.220,8080,0,false,ORD,North America,Chicago,73,0.00
35.78.109.235,2095,0,false,ORD,North America,Chicago,73,0.00
52.69.63.224,2053,0,false,ORD,North America,Chicago,73,0.00
13.115.189.92,8880,0,false,ORD,North America,Chicago,73,0.00
13.208.213.85,2052,0,false,ORD,North America,Chicago,73,0.00
13.208.42.191,2096,0,false,ORD,North America,Chicago,73,0.00
15.168.11.38,80,0,false,ORD,North America,Chicago,73,0.00
13.208.208.54,8880,0,false,ORD,North America,Chicago,73,0.00
13.208.168.220,8880,0,false,ORD,North America,Chicago,73,0.00
3.36.96.203,8443,0,false,ORD,North America,Chicago,73,0.00
13.208.43.137,2095,0,false,ORD,North America,Chicago,73,0.00
43.203.217.199,2082,0,false,ORD,North America,Chicago,73,0.00
13.208.166.121,80,0,false,ORD,North America,Chicago,73,0.00
13.125.152.55,2053,0,false,ORD,North America,Chicago,73,0.00
3.38.190.26,2096,0,false,ORD,North America,Chicago,73,0.00
52.68.91.118,2053,0,false,ORD,North America,Chicago,73,0.00
13.208.251.76,2052,0,false,ORD,North America,Chicago,73,0.00
15.168.38.180,2095,0,false,ORD,North America,Chicago,73,0.00
15.168.136.245,443,0,false,ORD,North America,Chicago,73,0.00
52.69.63.224,2052,0,false,ORD,North America,Chicago,73,0.00
3.38.135.216,2095,0,false,ORD,North America,Chicago,73,0.00
3.110.191.247,2087,0,false,ORD,North America,Chicago,73,0.00
13.208.208.54,2087,0,false,ORD,North America,Chicago,73,0.00
13.208.212.98,2053,0,false,ORD,North America,Chicago,73,0.00
13.208.241.168,443,0,false,ORD,North America,Chicago,74,0.00
15.168.144.54,443,0,false,ORD,North America,Chicago,74,0.00
13.208.168.220,443,0,false,ORD,North America,Chicago,74,0.00
3.110.92.109,2082,0,false,ORD,North America,Chicago,74,0.00
52.195.186.96,2083,0,false,ORD,North America,Chicago,74,0.00
3.38.135.216,443,0,false,ORD,North America,Chicago,74,0.00
13.208.184.48,443,0,false,ORD,North America,Chicago,74,0.00
13.124.212.186,8080,0,false,ORD,North America,Chicago,74,0.00
35.76.119.122,8880,0,false,ORD,North America,Chicago,74,0.00
13.208.242.215,2053,0,false,ORD,North America,Chicago,74,0.00
35.76.119.122,2082,0,false,ORD,North America,Chicago,74,0.00
43.202.52.28,2087,0,false,ORD,North America,Chicago,74,0.00
15.168.57.13,80,0,false,ORD,North America,Chicago,74,0.00
15.168.95.200,80,0,false,ORD,North America,Chicago,74,0.00
13.208.166.172,2082,0,false,ORD,North America,Chicago,74,0.00
13.208.242.90,2083,0,false,ORD,North America,Chicago,74,0.00
3.111.55.125,2086,0,false,ORD,North America,Chicago,74,0.00
13.208.111.44,8443,0,false,ORD,North America,Chicago,74,0.00
3.110.191.247,2086,0,false,ORD,North America,Chicago,74,0.00
13.125.152.55,2052,0,false,ORD,North America,Chicago,74,0.00
13.208.242.90,2086,0,false,ORD,North America,Chicago,74,0.00
43.202.5.91,2082,0,false,ORD,North America,Chicago,74,0.00
43.201.0.164,2083,0,false,ORD,North America,Chicago,74,0.00
52.195.186.96,443,0,false,ORD,North America,Chicago,74,0.00
43.201.0.164,2082,0,false,ORD,North America,Chicago,74,0.00
15.168.173.15,2052,0,false,ORD,North America,Chicago,74,0.00
43.203.120.171,2082,0,false,ORD,North America,Chicago,74,0.00
43.201.60.144,2086,0,false,ORD,North America,Chicago,74,0.00
3.110.92.109,2095,0,false,ORD,North America,Chicago,74,0.00
3.35.25.108,2052,0,false,ORD,North America,Chicago,74,0.00
52.69.63.224,2083,0,false,ORD,North America,Chicago,74,0.00
3.38.135.216,2052,0,false,ORD,North America,Chicago,74,0.00
43.203.173.46,8080,0,false,ORD,North America,Chicago,74,0.00
3.38.190.26,2087,0,false,ORD,North America,Chicago,74,0.00
15.168.11.213,2053,0,false,ORD,North America,Chicago,74,0.00
3.111.41.172,2052,0,false,ORD,North America,Chicago,74,0.00
15.165.235.179,2053,0,false,ORD,North America,Chicago,74,0.00
43.201.60.144,2053,0,false,ORD,North America,Chicago,74,0.00
3.39.251.29,2086,0,false,ORD,North America,Chicago,75,0.00
43.201.0.164,2086,0,false,ORD,North America,Chicago,75,0.00
